RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720479371631	 	3.11.3
REQUEST		Get Pikachu	1720479381303	1720479381353	OK	 
USER	Pokemon API Test	END	1720479381357
USER	Pokemon API Test	START	1720479381358
REQUEST		Get Pikachu	1720479381318	1720479381358	OK	 
USER	Pokemon API Test	END	1720479381361
REQUEST		Get Pikachu	1720479381302	1720479381348	OK	 
USER	Pokemon API Test	END	1720479381361
USER	Pokemon API Test	START	1720479381361
USER	Pokemon API Test	END	1720479381363
USER	Pokemon API Test	START	1720479381364
USER	Pokemon API Test	START	1720479381364
REQUEST		Get Pikachu	1720479381305	1720479381362	OK	 
USER	Pokemon API Test	END	1720479381366
REQUEST		Get Pikachu	1720479381315	1720479381360	OK	 
USER	Pokemon API Test	END	1720479381369
USER	Pokemon API Test	START	1720479381369
USER	Pokemon API Test	START	1720479381370
REQUEST		Get Pikachu	1720479381312	1720479381366	OK	 
USER	Pokemon API Test	END	1720479381370
REQUEST		Get Pikachu	1720479381302	1720479381353	OK	 
USER	Pokemon API Test	START	1720479381371
USER	Pokemon API Test	END	1720479381371
USER	Pokemon API Test	START	1720479381371
REQUEST		Get Pikachu	1720479381338	1720479381393	OK	 
REQUEST		Get Pikachu	1720479381371	1720479381397	OK	 
USER	Pokemon API Test	END	1720479381398
USER	Pokemon API Test	START	1720479381398
USER	Pokemon API Test	END	1720479381398
USER	Pokemon API Test	START	1720479381398
REQUEST		Get Pikachu	1720479381346	1720479381402	OK	 
USER	Pokemon API Test	END	1720479381407
USER	Pokemon API Test	START	1720479381408
REQUEST		Get Pikachu	1720479381358	1720479381406	OK	 
USER	Pokemon API Test	END	1720479381413
USER	Pokemon API Test	START	1720479381413
REQUEST		Get Pikachu	1720479381369	1720479381411	OK	 
USER	Pokemon API Test	END	1720479381417
USER	Pokemon API Test	START	1720479381417
REQUEST		Get Pikachu	1720479381364	1720479381418	OK	 
USER	Pokemon API Test	END	1720479381418
REQUEST		Get Pikachu	1720479381370	1720479381414	OK	 
USER	Pokemon API Test	END	1720479381419
USER	Pokemon API Test	START	1720479381419
USER	Pokemon API Test	START	1720479381419
REQUEST		Get Pikachu	1720479381371	1720479381421	OK	 
USER	Pokemon API Test	END	1720479381435
USER	Pokemon API Test	START	1720479381435
REQUEST		Get Pikachu	1720479381361	1720479381425	OK	 
USER	Pokemon API Test	END	1720479381436
USER	Pokemon API Test	START	1720479381436
REQUEST		Get Pikachu	1720479381399	1720479381450	OK	 
USER	Pokemon API Test	END	1720479381454
USER	Pokemon API Test	START	1720479381454
REQUEST		Get Pikachu	1720479381398	1720479381458	OK	 
USER	Pokemon API Test	END	1720479381462
REQUEST		Get Pikachu	1720479381370	1720479381428	OK	 
USER	Pokemon API Test	END	1720479381463
REQUEST		Get Pikachu	1720479381413	1720479381463	OK	 
USER	Pokemon API Test	END	1720479381466
USER	Pokemon API Test	START	1720479381466
USER	Pokemon API Test	START	1720479381466
REQUEST		Get Pikachu	1720479381419	1720479381467	OK	 
USER	Pokemon API Test	END	1720479381471
USER	Pokemon API Test	START	1720479381471
REQUEST		Get Pikachu	1720479381408	1720479381452	OK	 
USER	Pokemon API Test	END	1720479381472
USER	Pokemon API Test	START	1720479381472
USER	Pokemon API Test	START	1720479381474
REQUEST		Get Pikachu	1720479381419	1720479381478	OK	 
USER	Pokemon API Test	END	1720479381482
USER	Pokemon API Test	START	1720479381482
REQUEST		Get Pikachu	1720479381417	1720479381483	OK	 
USER	Pokemon API Test	END	1720479381483
USER	Pokemon API Test	START	1720479381484
REQUEST		Get Pikachu	1720479381454	1720479381486	OK	 
USER	Pokemon API Test	END	1720479381487
USER	Pokemon API Test	START	1720479381487
REQUEST		Get Pikachu	1720479381435	1720479381483	OK	 
USER	Pokemon API Test	END	1720479381488
USER	Pokemon API Test	START	1720479381488
REQUEST		Get Pikachu	1720479381436	1720479381495	OK	 
USER	Pokemon API Test	END	1720479381498
USER	Pokemon API Test	START	1720479381498
REQUEST		Get Pikachu	1720479381467	1720479381512	OK	 
USER	Pokemon API Test	END	1720479381516
USER	Pokemon API Test	START	1720479381517
REQUEST		Get Pikachu	1720479381472	1720479381518	OK	 
USER	Pokemon API Test	END	1720479381523
REQUEST		Get Pikachu	1720479381467	1720479381518	OK	 
REQUEST		Get Pikachu	1720479381474	1720479381523	OK	 
USER	Pokemon API Test	END	1720479381524
USER	Pokemon API Test	END	1720479381524
USER	Pokemon API Test	START	1720479381524
USER	Pokemon API Test	START	1720479381525
USER	Pokemon API Test	START	1720479381525
REQUEST		Get Pikachu	1720479381498	1720479381531	OK	 
USER	Pokemon API Test	END	1720479381532
REQUEST		Get Pikachu	1720479381482	1720479381527	OK	 
USER	Pokemon API Test	END	1720479381537
REQUEST		Get Pikachu	1720479381487	1720479381530	OK	 
REQUEST		Get Pikachu	1720479381472	1720479381533	OK	 
USER	Pokemon API Test	END	1720479381537
USER	Pokemon API Test	END	1720479381537
USER	Pokemon API Test	START	1720479381537
REQUEST		Get Pikachu	1720479381484	1720479381535	OK	 
USER	Pokemon API Test	START	1720479381539
USER	Pokemon API Test	START	1720479381537
USER	Pokemon API Test	END	1720479381541
USER	Pokemon API Test	START	1720479381541
REQUEST		Get Pikachu	1720479381488	1720479381546	OK	 
USER	Pokemon API Test	END	1720479381550
USER	Pokemon API Test	START	1720479381550
USER	Pokemon API Test	START	1720479381551
REQUEST		Get Pikachu	1720479381517	1720479381573	OK	 
REQUEST		Get Pikachu	1720479381541	1720479381576	OK	 
USER	Pokemon API Test	END	1720479381581
USER	Pokemon API Test	START	1720479381581
USER	Pokemon API Test	END	1720479381581
REQUEST		Get Pikachu	1720479381525	1720479381577	OK	 
USER	Pokemon API Test	START	1720479381582
USER	Pokemon API Test	END	1720479381588
REQUEST		Get Pikachu	1720479381551	1720479381589	OK	 
USER	Pokemon API Test	END	1720479381589
USER	Pokemon API Test	START	1720479381589
REQUEST		Get Pikachu	1720479381538	1720479381589	OK	 
USER	Pokemon API Test	END	1720479381592
USER	Pokemon API Test	START	1720479381593
REQUEST		Get Pikachu	1720479381525	1720479381590	OK	 
USER	Pokemon API Test	END	1720479381594
USER	Pokemon API Test	START	1720479381594
REQUEST		Get Pikachu	1720479381524	1720479381582	OK	 
USER	Pokemon API Test	END	1720479381594
USER	Pokemon API Test	START	1720479381595
USER	Pokemon API Test	START	1720479381595
REQUEST		Get Pikachu	1720479381541	1720479381599	OK	 
USER	Pokemon API Test	END	1720479381603
REQUEST		Get Pikachu	1720479381550	1720479381602	OK	 
USER	Pokemon API Test	END	1720479381605
USER	Pokemon API Test	START	1720479381605
USER	Pokemon API Test	START	1720479381608
REQUEST		Get Pikachu	1720479381543	1720479381606	OK	 
USER	Pokemon API Test	END	1720479381611
USER	Pokemon API Test	START	1720479381611
REQUEST		Get Pikachu	1720479381594	1720479381625	OK	 
USER	Pokemon API Test	END	1720479381626
USER	Pokemon API Test	START	1720479381626
REQUEST		Get Pikachu	1720479381611	1720479381640	OK	 
USER	Pokemon API Test	END	1720479381641
REQUEST		Get Pikachu	1720479381590	1720479381638	OK	 
USER	Pokemon API Test	END	1720479381643
USER	Pokemon API Test	START	1720479381643
USER	Pokemon API Test	START	1720479381643
REQUEST		Get Pikachu	1720479381595	1720479381642	OK	 
USER	Pokemon API Test	END	1720479381645
USER	Pokemon API Test	START	1720479381645
REQUEST		Get Pikachu	1720479381595	1720479381643	OK	 
USER	Pokemon API Test	END	1720479381647
USER	Pokemon API Test	START	1720479381648
REQUEST		Get Pikachu	1720479381581	1720479381645	OK	 
USER	Pokemon API Test	END	1720479381649
USER	Pokemon API Test	START	1720479381649
REQUEST		Get Pikachu	1720479381593	1720479381647	OK	 
USER	Pokemon API Test	END	1720479381650
USER	Pokemon API Test	START	1720479381651
REQUEST		Get Pikachu	1720479381594	1720479381659	OK	 
USER	Pokemon API Test	END	1720479381662
USER	Pokemon API Test	START	1720479381662
REQUEST		Get Pikachu	1720479381606	1720479381662	OK	 
USER	Pokemon API Test	END	1720479381667
REQUEST		Get Pikachu	1720479381608	1720479381665	OK	 
USER	Pokemon API Test	END	1720479381669
USER	Pokemon API Test	START	1720479381669
USER	Pokemon API Test	START	1720479381670
REQUEST		Get Pikachu	1720479381626	1720479381673	OK	 
USER	Pokemon API Test	END	1720479381678
USER	Pokemon API Test	START	1720479381678
REQUEST		Get Pikachu	1720479381648	1720479381681	OK	 
USER	Pokemon API Test	END	1720479381682
USER	Pokemon API Test	START	1720479381682
REQUEST		Get Pikachu	1720479381643	1720479381688	OK	 
USER	Pokemon API Test	END	1720479381691
USER	Pokemon API Test	START	1720479381691
REQUEST		Get Pikachu	1720479381643	1720479381691	OK	 
USER	Pokemon API Test	END	1720479381695
REQUEST		Get Pikachu	1720479381645	1720479381693	OK	 
USER	Pokemon API Test	END	1720479381696
USER	Pokemon API Test	START	1720479381697
USER	Pokemon API Test	START	1720479381698
REQUEST		Get Pikachu	1720479381670	1720479381701	OK	 
USER	Pokemon API Test	END	1720479381702
USER	Pokemon API Test	START	1720479381702
REQUEST		Get Pikachu	1720479381651	1720479381708	OK	 
USER	Pokemon API Test	END	1720479381712
USER	Pokemon API Test	START	1720479381712
REQUEST		Get Pikachu	1720479381649	1720479381709	OK	 
USER	Pokemon API Test	END	1720479381719
REQUEST		Get Pikachu	1720479381662	1720479381716	OK	 
USER	Pokemon API Test	END	1720479381720
USER	Pokemon API Test	START	1720479381720
REQUEST		Get Pikachu	1720479381669	1720479381718	OK	 
USER	Pokemon API Test	END	1720479381722
USER	Pokemon API Test	START	1720479381722
USER	Pokemon API Test	START	1720479381722
REQUEST		Get Pikachu	1720479381678	1720479381723	OK	 
USER	Pokemon API Test	END	1720479381727
USER	Pokemon API Test	START	1720479381727
REQUEST		Get Pikachu	1720479381698	1720479381730	OK	 
USER	Pokemon API Test	END	1720479381731
USER	Pokemon API Test	START	1720479381731
REQUEST		Get Pikachu	1720479381722	1720479381752	OK	 
REQUEST		Get Pikachu	1720479381703	1720479381754	OK	 
REQUEST		Get Pikachu	1720479381691	1720479381770	OK	 
USER	Pokemon API Test	END	1720479381773
USER	Pokemon API Test	START	1720479381774
USER	Pokemon API Test	END	1720479381776
USER	Pokemon API Test	END	1720479381776
USER	Pokemon API Test	START	1720479381776
REQUEST		Get Pikachu	1720479381712	1720479381774	OK	 
USER	Pokemon API Test	END	1720479381778
USER	Pokemon API Test	START	1720479381778
USER	Pokemon API Test	START	1720479381778
REQUEST		Get Pikachu	1720479381720	1720479381777	OK	 
USER	Pokemon API Test	END	1720479381782
USER	Pokemon API Test	START	1720479381782
REQUEST		Get Pikachu	1720479381683	1720479381779	OK	 
USER	Pokemon API Test	END	1720479381784
USER	Pokemon API Test	START	1720479381784
REQUEST		Get Pikachu	1720479381697	1720479381781	OK	 
USER	Pokemon API Test	END	1720479381785
USER	Pokemon API Test	START	1720479381785
REQUEST		Get Pikachu	1720479381722	1720479381783	OK	 
USER	Pokemon API Test	END	1720479381787
REQUEST		Get Pikachu	1720479381727	1720479381786	OK	 
USER	Pokemon API Test	END	1720479381790
REQUEST		Get Pikachu	1720479381731	1720479381786	OK	 
USER	Pokemon API Test	END	1720479381790
USER	Pokemon API Test	START	1720479381790
USER	Pokemon API Test	START	1720479381790
USER	Pokemon API Test	START	1720479381791
REQUEST		Get Pikachu	1720479381778	1720479381816	OK	 
USER	Pokemon API Test	END	1720479381817
USER	Pokemon API Test	START	1720479381817
REQUEST		Get Pikachu	1720479381790	1720479381824	OK	 
USER	Pokemon API Test	END	1720479381827
REQUEST		Get Pikachu	1720479381777	1720479381823	OK	 
USER	Pokemon API Test	END	1720479381829
REQUEST		Get Pikachu	1720479381778	1720479381828	OK	 
USER	Pokemon API Test	START	1720479381832
REQUEST		Get Pikachu	1720479381776	1720479381833	OK	 
REQUEST		Get Pikachu	1720479381782	1720479381837	OK	 
USER	Pokemon API Test	END	1720479381845
REQUEST		Get Pikachu	1720479381785	1720479381842	OK	 
USER	Pokemon API Test	END	1720479381845
REQUEST		Get Pikachu	1720479381791	1720479381842	OK	 
USER	Pokemon API Test	END	1720479381846
USER	Pokemon API Test	END	1720479381846
USER	Pokemon API Test	START	1720479381846
USER	Pokemon API Test	START	1720479381847
USER	Pokemon API Test	END	1720479381849
USER	Pokemon API Test	START	1720479381849
REQUEST		Get Pikachu	1720479381784	1720479381846	OK	 
USER	Pokemon API Test	END	1720479381852
USER	Pokemon API Test	START	1720479381852
USER	Pokemon API Test	START	1720479381852
REQUEST		Get Pikachu	1720479381791	1720479381850	OK	 
USER	Pokemon API Test	END	1720479381853
USER	Pokemon API Test	START	1720479381853
USER	Pokemon API Test	START	1720479381854
USER	Pokemon API Test	START	1720479381854
REQUEST		Get Pikachu	1720479381818	1720479381866	OK	 
USER	Pokemon API Test	END	1720479381869
USER	Pokemon API Test	START	1720479381869
REQUEST		Get Pikachu	1720479381847	1720479381881	OK	 
USER	Pokemon API Test	END	1720479381881
USER	Pokemon API Test	START	1720479381881
REQUEST		Get Pikachu	1720479381853	1720479381889	OK	 
USER	Pokemon API Test	END	1720479381890
USER	Pokemon API Test	START	1720479381890
REQUEST		Get Pikachu	1720479381846	1720479381893	OK	 
USER	Pokemon API Test	END	1720479381897
USER	Pokemon API Test	START	1720479381897
REQUEST		Get Pikachu	1720479381832	1720479381895	OK	 
USER	Pokemon API Test	END	1720479381899
USER	Pokemon API Test	START	1720479381899
REQUEST		Get Pikachu	1720479381853	1720479381896	OK	 
USER	Pokemon API Test	END	1720479381901
REQUEST		Get Pikachu	1720479381850	1720479381900	OK	 
USER	Pokemon API Test	END	1720479381903
USER	Pokemon API Test	START	1720479381904
REQUEST		Get Pikachu	1720479381853	1720479381900	OK	 
USER	Pokemon API Test	END	1720479381904
USER	Pokemon API Test	START	1720479381904
USER	Pokemon API Test	START	1720479381904
REQUEST		Get Pikachu	1720479381854	1720479381912	OK	 
USER	Pokemon API Test	END	1720479381916
REQUEST		Get Pikachu	1720479381869	1720479381911	OK	 
USER	Pokemon API Test	END	1720479381916
USER	Pokemon API Test	START	1720479381917
USER	Pokemon API Test	START	1720479381917
REQUEST		Get Pikachu	1720479381854	1720479381911	OK	 
USER	Pokemon API Test	END	1720479381919
USER	Pokemon API Test	START	1720479381919
REQUEST		Get Pikachu	1720479381890	1720479381921	OK	 
USER	Pokemon API Test	END	1720479381924
USER	Pokemon API Test	START	1720479381924
REQUEST		Get Pikachu	1720479381904	1720479381934	OK	 
USER	Pokemon API Test	END	1720479381935
USER	Pokemon API Test	START	1720479381935
REQUEST		Get Pikachu	1720479381882	1720479381933	OK	 
USER	Pokemon API Test	END	1720479381940
USER	Pokemon API Test	START	1720479381940
REQUEST		Get Pikachu	1720479381897	1720479381949	OK	 
REQUEST		Get Pikachu	1720479381904	1720479381949	OK	 
USER	Pokemon API Test	END	1720479381953
USER	Pokemon API Test	END	1720479381953
USER	Pokemon API Test	START	1720479381953
USER	Pokemon API Test	START	1720479381953
REQUEST		Get Pikachu	1720479381899	1720479381951	OK	 
USER	Pokemon API Test	END	1720479381954
USER	Pokemon API Test	START	1720479381954
REQUEST		Get Pikachu	1720479381904	1720479381955	OK	 
USER	Pokemon API Test	END	1720479381960
USER	Pokemon API Test	START	1720479381960
REQUEST		Get Pikachu	1720479381935	1720479381963	OK	 
USER	Pokemon API Test	END	1720479381964
USER	Pokemon API Test	START	1720479381964
REQUEST		Get Pikachu	1720479381919	1720479381965	OK	 
USER	Pokemon API Test	END	1720479381968
USER	Pokemon API Test	START	1720479381968
REQUEST		Get Pikachu	1720479381924	1720479381969	OK	 
USER	Pokemon API Test	END	1720479381973
USER	Pokemon API Test	START	1720479381973
REQUEST		Get Pikachu	1720479381920	1720479381972	OK	 
USER	Pokemon API Test	END	1720479381976
USER	Pokemon API Test	START	1720479381976
REQUEST		Get Pikachu	1720479381917	1720479381979	OK	 
USER	Pokemon API Test	END	1720479381981
USER	Pokemon API Test	START	1720479381981
REQUEST		Get Pikachu	1720479381940	1720479381987	OK	 
USER	Pokemon API Test	END	1720479381991
USER	Pokemon API Test	START	1720479381991
REQUEST		Get Pikachu	1720479381960	1720479381992	OK	 
USER	Pokemon API Test	END	1720479381993
USER	Pokemon API Test	START	1720479381993
REQUEST		Get Pikachu	1720479381953	1720479381993	OK	 
USER	Pokemon API Test	END	1720479381997
USER	Pokemon API Test	START	1720479381997
REQUEST		Get Pikachu	1720479381955	1720479382001	OK	 
USER	Pokemon API Test	END	1720479382004
USER	Pokemon API Test	START	1720479382004
REQUEST		Get Pikachu	1720479381953	1720479382002	OK	 
USER	Pokemon API Test	END	1720479382006
USER	Pokemon API Test	START	1720479382006
REQUEST		Get Pikachu	1720479381964	1720479382010	OK	 
USER	Pokemon API Test	END	1720479382014
USER	Pokemon API Test	START	1720479382015
REQUEST		Get Pikachu	1720479381981	1720479382028	OK	 
USER	Pokemon API Test	END	1720479382029
REQUEST		Get Pikachu	1720479381973	1720479382024	OK	 
USER	Pokemon API Test	END	1720479382029
USER	Pokemon API Test	START	1720479382029
REQUEST		Get Pikachu	1720479381968	1720479382021	OK	 
REQUEST		Get Pikachu	1720479381976	1720479382027	OK	 
USER	Pokemon API Test	END	1720479382030
USER	Pokemon API Test	END	1720479382031
USER	Pokemon API Test	START	1720479382031
USER	Pokemon API Test	START	1720479382031
USER	Pokemon API Test	START	1720479382032
REQUEST		Get Pikachu	1720479381991	1720479382038	OK	 
USER	Pokemon API Test	END	1720479382042
USER	Pokemon API Test	START	1720479382044
REQUEST		Get Pikachu	1720479382006	1720479382046	OK	 
USER	Pokemon API Test	END	1720479382047
REQUEST		Get Pikachu	1720479381994	1720479382042	OK	 
USER	Pokemon API Test	END	1720479382048
USER	Pokemon API Test	START	1720479382048
USER	Pokemon API Test	START	1720479382049
REQUEST		Get Pikachu	1720479381997	1720479382048	OK	 
USER	Pokemon API Test	END	1720479382052
USER	Pokemon API Test	START	1720479382052
REQUEST		Get Pikachu	1720479382005	1720479382056	OK	 
USER	Pokemon API Test	END	1720479382059
USER	Pokemon API Test	START	1720479382059
REQUEST		Get Pikachu	1720479382032	1720479382064	OK	 
USER	Pokemon API Test	END	1720479382065
USER	Pokemon API Test	START	1720479382065
REQUEST		Get Pikachu	1720479382015	1720479382062	OK	 
USER	Pokemon API Test	END	1720479382067
USER	Pokemon API Test	START	1720479382067
REQUEST		Get Pikachu	1720479382031	1720479382078	OK	 
USER	Pokemon API Test	END	1720479382080
USER	Pokemon API Test	START	1720479382080
REQUEST		Get Pikachu	1720479382031	1720479382081	OK	 
REQUEST		Get Pikachu	1720479382029	1720479382082	OK	 
USER	Pokemon API Test	END	1720479382085
USER	Pokemon API Test	END	1720479382086
USER	Pokemon API Test	START	1720479382086
USER	Pokemon API Test	START	1720479382086
REQUEST		Get Pikachu	1720479382059	1720479382093	OK	 
USER	Pokemon API Test	END	1720479382093
USER	Pokemon API Test	START	1720479382094
REQUEST		Get Pikachu	1720479382048	1720479382096	OK	 
USER	Pokemon API Test	END	1720479382098
USER	Pokemon API Test	START	1720479382098
